_id,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
7530,2015,D11,83,Dufferin Grove (83),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,6
7531,2017,D31,22,Humbermede (22),Female,<18,Youth,Crimes Against the Person,Assaults,1
7532,2015,D41,119,Wexford/Maryvale (119),Male,55 to 64,Adult,Crimes Against the Person,Assaults,12
7533,2019,D32,27,York University Heights (27),Male,18 to 24,Adult,Crimes Against the Person,Other,5
7534,2020,D22,158,Islington (158),Female,18 to 24,Adult,Crimes Against Property,Theft Over $5000,1
7535,2017,D12,113,Weston (113),Male,35 to 44,Adult,Other Criminal Code Violations,Other,15
7536,2016,D41,121,Oakridge (121),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,2
7537,2018,D43,136,West Hill (136),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
7538,2019,D32,31,Yorkdale-Glen Park (31),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
7539,2020,D43,138,Eglinton East (138),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
7540,2020,D43,138,Eglinton East (138),Female,25 to 34,Adult,Crimes Against the Person,Other,1
7541,2014,D31,154,Oakdale-Beverley Heights (154),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
7542,2014,D51,71,Cabbagetown-South St.James Town (71),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
7543,2015,D31,21,Humber Summit (21),Male,<18,Youth,Crimes Against Property,Theft Under $5000,2
7544,2021,D33,42,Banbury-Don Mills (42),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
7545,2018,D12,115,Mount Dennis (115),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,3
7546,2020,D41,157,Bendale South (157),Male,25 to 34,Adult,Crimes Against the Person,Assaults,2
7547,2017,D51,168,Downtown Yonge East (168),Male,18 to 24,Adult,Crimes Against the Person,Assaults,28
7548,2019,D22,16,Stonegate-Queensway (16),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
7549,2018,D32,155,Downsview (155),Female,25 to 34,Adult,Crimes Against the Person,Assaults,1
7550,2018,D51,70,South Riverdale (70),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
7551,2021,D55,62,East End-Danforth (62),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,3
7552,2015,D41,125,Ionview (125),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
7553,2018,D55,43,Victoria Village (43),Male,65+,Adult,Crimes Against the Person,Assaults,1
7554,2019,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,45 to 54,Adult,Crimes Against the Person,Other,11
7555,2019,D11,171,Junction-Wallace Emerson (171),Male,<18,Youth,Crimes Against the Person,Other,2
7556,2020,D42,130,Milliken (130),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
7557,2015,D22,158,Islington (158),Male,55 to 64,Adult,Crimes Against Property,Fraud,1
7558,2017,D14,85,South Parkdale (85),Female,25 to 34,Adult,Crimes Against the Person,Assaults,4
7559,2017,NSA,NSA,NSA,Female,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
7560,2016,D55,63,The Beaches (63),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,2
7561,2017,D11,88,High Park North (88),Male,25 to 34,Adult,Other Criminal Code Violations,Other,18
7562,2014,D55,67,Playter Estates-Danforth (67),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
7563,2021,D32,36,Newtonbrook West (36),Female,35 to 44,Adult,Crimes Against Property,Other,2
7564,2021,D55,44,Flemingdon Park (44),Female,35 to 44,Adult,Other Criminal Code Violations,Firearm-Related,1
7565,2015,D42,146,Malvern East (146),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,3
7566,2022,D52,170,Yonge-Bay Corridor (170),Female,35 to 44,Adult,Crimes Against the Person,Other,2
7567,2015,D31,22,Humbermede (22),Female,25 to 34,Adult,Other Criminal Code Violations,Other,5
7568,2022,D43,134,Highland Creek (134),Female,18 to 24,Adult,Crimes Against Property,Other,1
7569,2014,D43,136,West Hill (136),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Disqualified,1
7570,2017,D12,29,Maple Leaf (29),Male,25 to 34,Adult,Other Criminal Code Violations,Other,5
7571,2016,D42,148,East L'Amoreaux (148),Male,<18,Youth,Crimes Against the Person,Robbery,2
7572,2021,D55,57,Broadview North (57),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
7573,2017,D41,121,Oakridge (121),Female,45 to 54,Adult,Crimes Against the Person,Other,1
7574,2016,D12,112,Beechborough-Greenbrook (112),Male,25 to 34,Adult,Other Criminal Code Violations,Other,3
7575,2019,D32,50,Newtonbrook East (50),Male,45 to 54,Adult,Other Criminal Code Violations,Other,3
7576,2020,D52,78,Kensington-Chinatown (78),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
7577,2017,D22,158,Islington (158),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
7578,2017,D42,146,Malvern East (146),Male,45 to 54,Adult,Crimes Against the Person,Other,3
7579,2017,D22,20,Alderwood (20),Male,45 to 54,Adult,Other Criminal Code Violations,Other,2
7580,2018,D42,130,Milliken (130),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
7581,2015,D52,169,Bay-Cloverhill (169),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
7582,2019,D23,1,West Humber-Clairville (1),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,2
7583,2020,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,6
7584,2021,D51,71,Cabbagetown-South St.James Town (71),Female,35 to 44,Adult,Other Criminal Code Violations,Other,2
7585,2020,D13,92,Corso Italia-Davenport (92),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
7586,2017,D23,6,Kingsview Village-The Westway (6),Male,45 to 54,Adult,Crimes Against the Person,Other,3
7587,2016,D55,44,Flemingdon Park (44),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
7588,2015,D43,141,Golfdale-Cedarbrae-Woburn (141),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
7589,2017,D32,32,Englemount-Lawrence (32),Male,25 to 34,Adult,Crimes Against Property,Other,3
7590,2014,D55,68,North Riverdale (68),Male,18 to 24,Adult,Other Criminal Code Violations,Other,8
7591,2019,D51,166,St Lawrence-East Bayfront-The Islands (166),Female,35 to 44,Adult,Crimes Against Property,Other,2
7592,2018,D12,110,Keelesdale-Eglinton West (110),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
7593,2019,D32,152,East Willowdale (152),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
7594,2018,D53,55,Thorncliffe Park (55),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Disqualified,1
7595,2014,D55,54,O'Connor-Parkview (54),Female,35 to 44,Adult,Crimes Against Property,Other,2
7596,2016,D52,164,Wellington Place (164),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,15
7597,2022,D31,154,Oakdale-Beverley Heights (154),Male,55 to 64,Adult,Other Criminal Code Violations,Other,14
7598,2015,D33,47,Don Valley Village (47),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
7599,2018,D41,126,Dorset Park (126),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,3
7600,2020,D12,113,Weston (113),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,2
7601,2019,D14,79,University (79),Male,25 to 34,Adult,Crimes Against Property,Other,1
7602,2019,D22,161,Humber Bay Shores (161),Male,25 to 34,Adult,Crimes Against the Person,Other,8
7603,2022,D42,128,Agincourt South-Malvern West (128),Male,55 to 64,Adult,Crimes Against the Person,Other,2
7604,2020,D51,74,North St.James Town (74),Female,35 to 44,Adult,Crimes Against the Person,Other,1
7605,2021,D23,1,West Humber-Clairville (1),Male,65+,Adult,Crimes Against Property,Theft Under $5000,1
7606,2017,D11,84,Little Portugal (84),Male,25 to 34,Adult,Crimes Against the Person,Assaults,3
7607,2020,D32,151,Yonge-Doris (151),Male,35 to 44,Adult,Crimes Against the Person,Assaults,7
7608,2018,D31,24,Black Creek (24),Male,35 to 44,Adult,Crimes Against the Person,Assaults,15
7609,2019,D13,92,Corso Italia-Davenport (92),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
7610,2021,D53,97,Yonge-St.Clair (97),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
7611,2014,D33,52,Bayview Village (52),Female,25 to 34,Adult,Crimes Against Property,Other,4
7612,2019,D42,116,Steeles (116),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
7613,2019,D22,158,Islington (158),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
7614,2019,D42,147,L'Amoreaux West (147),Male,35 to 44,Adult,Crimes Against the Person,Firearm-Related,1
7615,2021,D52,170,Yonge-Bay Corridor (170),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,2
7616,2022,D12,111,Rockcliffe-Smythe (111),Female,<18,Youth,Crimes Against Property,Other,2
7617,2016,D11,87,High Park-Swansea (87),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,5
7618,2017,D55,62,East End-Danforth (62),Male,55 to 64,Adult,Crimes Against the Person,Other,2
7619,2016,D12,113,Weston (113),Male,35 to 44,Adult,Crimes Against the Person,Other,6
7620,2019,D43,136,West Hill (136),Male,45 to 54,Adult,Crimes Against the Person,Other,8
7621,2014,D11,171,Junction-Wallace Emerson (171),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
7622,2014,D11,90,Junction Area (90),Male,35 to 44,Adult,Crimes Against Property,Other,6
7623,2018,D53,100,Yonge-Eglinton (100),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
7624,2018,D32,152,East Willowdale (152),Male,<18,Youth,Crimes Against the Person,Other,2
7625,2017,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,55 to 64,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
7626,2022,D55,69,Blake-Jones (69),Male,18 to 24,Adult,Crimes Against the Person,Assaults,3
7627,2021,D55,61,Taylor-Massey (61),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
7628,2018,D43,133,Centennial Scarborough (133),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
7629,2017,D32,31,Yorkdale-Glen Park (31),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
7630,2022,D32,152,East Willowdale (152),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
7631,2018,D43,135,Morningside (135),Male,45 to 54,Adult,Crimes Against the Person,Assaults,7
7632,2015,D55,NSA,NSA,Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
7633,2022,D22,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,3
7634,2014,D22,19,Long Branch (19),Male,25 to 34,Adult,Crimes Against the Person,Assaults,6
7635,2014,D13,92,Corso Italia-Davenport (92),Male,35 to 44,Adult,Crimes Against the Person,Assaults,11
7636,2022,D41,119,Wexford/Maryvale (119),Male,25 to 34,Adult,Crimes Against Property,Theft Over $5000,1
7637,2014,D43,140,Guildwood (140),Female,<18,Youth,Crimes Against the Person,Other,1
7638,2014,D42,119,Wexford/Maryvale (119),Male,45 to 54,Adult,Crimes Against the Person,Other,1
7639,2017,D22,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Criminal Code Traffic,Dangerous Driving,1
7640,2014,D33,149,Parkwoods-O'Connor Hills (149),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
7641,2016,D23,NSA,NSA,Male,25 to 34,Adult,Other Criminal Code Violations,Other,2
7642,2019,D43,157,Bendale South (157),Male,18 to 24,Adult,Other Criminal Code Violations,Other,3
7643,2020,D14,81,Trinity-Bellwoods (81),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
7644,2019,D33,47,Don Valley Village (47),Male,25 to 34,Adult,Other Criminal Code Violations,Other,7
7645,2021,D53,55,Thorncliffe Park (55),Male,18 to 24,Adult,Crimes Against the Person,Other,2
7646,2019,D31,155,Downsview (155),Female,<18,Youth,Crimes Against the Person,Other,1
7647,2019,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
7648,2014,D43,136,West Hill (136),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,2
7649,2018,D31,154,Oakdale-Beverley Heights (154),Male,<18,Youth,Crimes Against the Person,Assaults,2
7650,2019,D32,39,Bedford Park-Nortown (39),Male,18 to 24,Adult,Crimes Against the Person,Other,2
7651,2018,D43,136,West Hill (136),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
7652,2022,D53,100,Yonge-Eglinton (100),Female,25 to 34,Adult,Other Criminal Code Violations,Other,2
7653,2019,D13,102,Forest Hill North (102),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
7654,2018,D31,25,Glenfield-Jane Heights (25),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,3
7655,2019,D55,70,South Riverdale (70),Female,45 to 54,Adult,Crimes Against Property,Other,1
7656,2019,D23,5,Elms-Old Rexdale (5),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,4
7657,2018,D42,146,Malvern East (146),Male,<18,Youth,Crimes Against Property,Other,1
7658,2014,D13,31,Yorkdale-Glen Park (31),Male,45 to 54,Adult,Crimes Against the Person,Other,1
7659,2014,D32,33,Clanton Park (33),Male,18 to 24,Adult,Criminal Code Traffic,Other,1
7660,2014,D14,79,University (79),Male,<18,Youth,Controlled Drugs and Substances Act,Other,1
7661,2019,D32,31,Yorkdale-Glen Park (31),Male,18 to 24,Adult,Crimes Against the Person,Other,3
7662,2018,D11,88,High Park North (88),Male,35 to 44,Adult,Crimes Against the Person,Assaults,6
7663,2015,D12,23,Pelmo Park-Humberlea (23),Female,<18,Youth,Crimes Against Property,Theft Under $5000,2
7664,2016,D22,158,Islington (158),Male,45 to 54,Adult,Crimes Against the Person,Assaults,6
7665,2018,D11,86,Roncesvalles (86),Male,65+,Adult,Crimes Against Property,Theft Over $5000,1
7666,2016,D55,68,North Riverdale (68),Male,45 to 54,Adult,Crimes Against Property,Other,2
7667,2022,D55,61,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against the Person,Other,3
7668,2016,D51,168,Downtown Yonge East (168),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
7669,2016,D41,125,Ionview (125),Male,65+,Adult,Crimes Against Property,Theft Under $5000,1
7670,2014,D12,111,Rockcliffe-Smythe (111),Female,45 to 54,Adult,Other Criminal Code Violations,Other,3
7671,2014,D13,94,Wychwood (94),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
7672,2018,D12,30,Brookhaven-Amesbury (30),Male,25 to 34,Adult,Other Criminal Code Violations,Other,17
7673,2015,D22,18,New Toronto (18),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
7674,2021,D43,141,Golfdale-Cedarbrae-Woburn (141),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
7675,2017,D43,139,Scarborough Village (139),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,6
7676,2016,D55,67,Playter Estates-Danforth (67),Male,18 to 24,Adult,Other Criminal Code Violations,Other,3
7677,2014,D51,72,Regent Park (72),Male,<18,Youth,Crimes Against the Person,Other,1
7678,2021,D12,91,Weston-Pelham Park (91),Male,18 to 24,Adult,Other Criminal Code Violations,Other,1
7679,2020,D51,71,Cabbagetown-South St.James Town (71),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
7680,2015,D11,13,Etobicoke West Mall (13),Male,25 to 34,Adult,Crimes Against Property,Other,1
7681,2017,D43,142,Woburn North (142),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
7682,2021,D22,16,Stonegate-Queensway (16),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
7683,2021,D41,121,Oakridge (121),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,2
7684,2016,D42,146,Malvern East (146),Male,55 to 64,Adult,Crimes Against the Person,Assaults,3
7685,2017,D31,23,Pelmo Park-Humberlea (23),Male,18 to 24,Adult,Crimes Against the Person,Other,2
7686,2016,D52,164,Wellington Place (164),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
7687,2015,D53,56,Leaside-Bennington (56),Male,25 to 34,Adult,Other Criminal Code Violations,Other,3
7688,2018,D14,162,West Queen West (162),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
7689,2018,D53,95,Annex (95),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
7690,2021,D33,47,Don Valley Village (47),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
7691,2019,D31,22,Humbermede (22),Male,35 to 44,Adult,Crimes Against the Person,Assaults,14
7692,2017,D32,151,Yonge-Doris (151),Male,35 to 44,Adult,Crimes Against Property,Other,4
7693,2014,D11,89,Runnymede-Bloor West Village (89),Male,<18,Youth,Crimes Against the Person,Robbery,5
7694,2022,D52,165,Harbourfront-CityPlace (165),Female,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
7695,2014,D23,3,Thistletown-Beaumond Heights (3),Male,18 to 24,Adult,Other Criminal Code Violations,Other,7
7696,2016,D32,35,Westminster-Branson (35),Male,55 to 64,Adult,Crimes Against the Person,Assaults,4
7697,2022,D55,65,Greenwood-Coxwell (65),Female,45 to 54,Adult,Crimes Against the Person,Other,1
7698,2018,D55,63,The Beaches (63),Male,55 to 64,Adult,Crimes Against Property,Fraud,1
7699,2014,D43,139,Scarborough Village (139),Female,45 to 54,Adult,Crimes Against the Person,Assaults,1
7700,2017,D12,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Crimes Against the Person,Assaults,7
7701,2015,D14,85,South Parkdale (85),Male,25 to 34,Adult,Crimes Against Property,Other,14
7702,2016,D51,72,Regent Park (72),Male,18 to 24,Adult,Crimes Against the Person,Assaults,3
7703,2018,D43,138,Eglinton East (138),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,4
7704,2019,NSA,NSA,NSA,Male,18 to 24,Adult,Criminal Code Traffic,Fail to Remain,1
7705,2016,D53,98,Rosedale-Moore Park (98),Male,25 to 34,Adult,Other Criminal Code Violations,Other,27
7706,2019,D52,169,Bay-Cloverhill (169),Male,35 to 44,Adult,Crimes Against the Person,Other,7
7707,2020,D32,33,Clanton Park (33),Male,55 to 64,Adult,Other Criminal Code Violations,Other,3
7708,2019,D32,38,Lansing-Westgate (38),Male,35 to 44,Adult,Crimes Against Property,Fraud,2
7709,2016,D12,113,Weston (113),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
7710,2019,D53,95,Annex (95),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
7711,2016,D31,22,Humbermede (22),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,4
7712,2021,D22,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,6
7713,2014,D41,126,Dorset Park (126),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
7714,2016,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Other Criminal Code Violations,Other,3
7715,2015,D41,124,Kennedy Park (124),Male,45 to 54,Adult,Crimes Against Property,Other,3
7716,2020,D43,157,Bendale South (157),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
